Symbol,Quantity,OpenDate,OpenPrice,DollarCost,CloseDate,ClosePrice,ClosingAmount,GainLoss,
AMZN Jun 12 '20 $2550 Call,2,06/08/2020,17.40,3481.03,06/08/2020,18.10,3618.88,137.85,
AMZN Jun 12 '20 $2550 Call,1,06/08/2020,17.40,1740.52,06/08/2020,18.10,1809.44,68.93,
AMZN Jun 12 '20 $2550 Call,2,06/08/2020,17.40,3481.03,06/08/2020,18.10,3618.88,137.85,
AMZN Jun 12 '20 $2560 Call,4,06/12/2020,8.04,3218.07,06/12/2020,9.01,3601.85,383.78,
AMZN Jun 12 '20 $2560 Call,6,06/12/2020,8.06,4839.10,06/12/2020,9.01,5402.77,563.67,
AMZN Jun 12 '20 $2560 Call,2,06/12/2020,9.74,1949.03,06/12/2020,11.50,2298.91,349.88,
AMZN Jun 12 '20 $2560 Call,2,06/12/2020,9.75,1951.03,06/12/2020,11.50,2298.91,347.88,
AMZN Jun 12 '20 $2560 Call,3,06/12/2020,9.75,2926.55,06/12/2020,11.50,3448.37,521.82,
AMZN Jun 12 '20 $2560 Call,1,06/12/2020,9.75,975.52,06/12/2020,11.50,1149.46,173.94,
AMZN Jun 12 '20 $2560 Call,2,06/12/2020,9.75,1951.03,06/12/2020,11.50,2298.91,347.88,
AMZN Jun 12 '20 $2560 Call,5,06/12/2020,12.43,6217.58,06/12/2020,13.03,6512.26,294.68,
AMZN Jun 12 '20 $2560 Call,4,06/12/2020,12.56,5026.07,06/12/2020,13.03,5209.81,183.75,
AMZN Jun 12 '20 $2560 Call,1,06/12/2020,12.43,1243.52,06/12/2020,13.14,1313.45,69.94,
AMZN Jun 12 '20 $2570 Call,10,06/12/2020,5.15,5155.16,06/12/2020,5.15,5144.70,-10.46,
AMZN Jun 12 '20 $2570 Call,4,06/12/2020,7.70,3082.07,06/12/2020,7.96,3181.86,99.79,
AMZN Jun 12 '20 $2570 Call,5,06/12/2020,7.70,3852.58,06/12/2020,8.20,4097.32,244.74,
AMZN Jun 12 '20 $2570 Call,1,06/12/2020,7.70,770.52,06/12/2020,8.25,824.46,53.95,
AMZN Jun 12 '20 $2600 Call,1,06/12/2020,5.10,510.52,06/13/2020,0.00,0.00,-510.52,
AMZN Jun 12 '20 $2600 Call,9,06/12/2020,5.15,4639.65,06/13/2020,0.00,0.00,-4639.65,
AMZN Jun 12 '20 $2650 Call,5,06/09/2020,8.30,4152.58,06/09/2020,12.44,6217.27,2064.69,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,8.35,835.52,06/09/2020,12.44,1243.45,407.94,
AMZN Jun 12 '20 $2650 Call,4,06/09/2020,8.40,3362.07,06/09/2020,12.44,4973.82,1611.75,
AMZN Jun 12 '20 $2650 Call,5,06/09/2020,19.81,9907.58,06/09/2020,21.40,10697.17,789.59,
AMZN Jun 12 '20 $2650 Call,9,06/09/2020,15.80,14224.65,06/09/2020,17.00,15295.00,1070.35,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,15.80,1580.52,06/09/2020,17.00,1699.44,118.93,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,06/09/2020,14.25,1424.45,308.93,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,06/09/2020,14.25,1424.45,308.93,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,06/09/2020,14.25,1424.45,308.93,
AMZN Jun 12 '20 $2650 Call,3,06/09/2020,11.15,3346.55,06/09/2020,14.25,4273.35,926.80,
AMZN Jun 12 '20 $2650 Call,1,06/09/2020,11.15,1115.52,06/09/2020,14.25,1424.45,308.93,
AMZN Jun 12 '20 $2650 Call,3,06/09/2020,11.15,3346.55,06/09/2020,14.35,4303.35,956.80,
AMZN Jun 12 '20 $2670 Call,9,06/11/2020,14.38,12946.65,06/11/2020,19.15,17229.95,4283.31,
AMZN Jun 12 '20 $2670 Call,1,06/11/2020,14.39,1439.52,06/11/2020,19.15,1914.44,474.92,
AMZN Jun 12 '20 $2540 Put,4,06/12/2020,10.86,4346.07,06/12/2020,15.84,6333.79,1987.72,
AMZN Jun 12 '20 $2540 Put,2,06/12/2020,11.60,2321.03,06/12/2020,15.84,3166.89,845.86,
AMZN Jun 12 '20 $2540 Put,4,06/12/2020,11.60,4642.07,06/12/2020,15.84,6333.79,1691.72,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,06/12/2020,12.65,1264.45,198.94,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,06/12/2020,12.65,1264.45,198.94,
AMZN Jun 12 '20 $2550 Put,6,06/12/2020,10.65,6393.10,06/12/2020,12.65,7586.72,1193.62,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,06/12/2020,12.65,1264.45,198.94,
AMZN Jun 12 '20 $2550 Put,1,06/12/2020,10.65,1065.52,06/12/2020,12.65,1264.45,198.94,
AMZN Jun 12 '20 $2550 Put,2,06/12/2020,13.47,2695.03,06/12/2020,15.00,2998.90,303.86,
AMZN Jun 12 '20 $2550 Put,8,06/12/2020,13.48,10788.13,06/12/2020,15.00,11995.59,1207.46,
AMZN Jun 12 '20 $2570 Put,4,06/12/2020,12.03,4814.07,06/12/2020,19.52,7805.75,2991.69,
AMZN Jun 12 '20 $2570 Put,4,06/12/2020,12.03,4814.07,06/12/2020,19.56,7821.75,3007.69,
AMZN Jun 12 '20 $2570 Put,2,06/12/2020,12.03,2407.03,06/12/2020,19.72,3942.88,1535.84,
AMZN Jun 19 '20 $2650 Call,2,06/15/2020,16.00,3201.03,06/15/2020,17.75,3548.88,347.85,
AMZN Jun 19 '20 $2650 Call,2,06/15/2020,16.00,3201.03,06/15/2020,17.75,3548.88,347.85,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,06/15/2020,17.75,1774.44,138.93,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,06/15/2020,17.75,1774.44,138.93,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,06/15/2020,17.75,1774.44,138.93,
AMZN Jun 19 '20 $2650 Call,1,06/15/2020,16.35,1635.52,06/15/2020,17.75,1774.44,138.93,
AMZN Jun 19 '20 $2650 Call,2,06/15/2020,16.40,3281.03,06/15/2020,17.75,3548.88,267.85,
AMZN Jun 26 '20 $2760 Call,5,06/26/2020,0.70,352.58,06/27/2020,0.00,0.00,-352.58,
AMZN Jun 26 '20 $2820 Call,5,06/24/2020,5.00,2502.58,06/27/2020,0.00,0.00,-2502.58,
AMZN Jun 26 '20 $2820 Call,5,06/26/2020,0.90,452.58,06/27/2020,0.00,0.00,-452.58,
AMZN Jul 02 '20 $2950 Call,5,07/02/2020,5.15,2577.58,07/02/2020,10.00,4997.30,2419.72,
AMZN Jul 02 '20 $2980 Call,5,07/02/2020,10.40,5202.58,07/02/2020,13.00,6497.26,1294.68,
AMZN Jul 02 '20 $2980 Call,1,07/02/2020,10.40,1040.52,07/02/2020,13.00,1299.45,258.94,
AMZN Jul 02 '20 $2980 Call,1,07/02/2020,10.40,1040.52,07/02/2020,13.00,1299.45,258.94,
AMZN Jul 02 '20 $2980 Call,3,07/02/2020,10.60,3181.55,07/02/2020,13.00,3898.36,716.81,
AMZN Jul 17 '20 $3000 Call,1,07/17/2020,2.16,216.52,07/17/2020,1.08,107.48,-109.04,
AMZN Jul 17 '20 $3050 Call,1,07/16/2020,17.24,1724.52,07/16/2020,27.68,2767.42,1042.90,
AMZN Jul 17 '20 $3050 Call,1,07/16/2020,19.25,1925.52,07/16/2020,35.00,3499.40,1573.89,
AMZN Jul 17 '20 $3100 Call,1,07/16/2020,12.80,1280.52,07/18/2020,0.00,0.00,-1280.52,
AMZN Jul 17 '20 $3100 Call,1,07/16/2020,11.50,1150.52,07/18/2020,0.00,0.00,-1150.52,
AMZN Jul 17 '20 $3100 Call,1,07/17/2020,2.79,279.52,07/18/2020,0.00,0.00,-279.52,
AMZN Jul 17 '20 $3300 Call,2,07/14/2020,14.55,2911.03,07/14/2020,16.00,3198.89,287.86,
AMZN Jul 17 '20 $3300 Call,2,07/14/2020,13.21,2643.03,07/14/2020,13.30,2658.90,15.87,
AMZN Jul 17 '20 $3300 Call,1,07/14/2020,16.91,1691.52,07/14/2020,16.25,1624.45,-67.07,
AMZN Jul 17 '20 $3300 Call,1,07/14/2020,16.95,1695.52,07/14/2020,16.25,1624.45,-71.07,
AMZN Jul 17 '20 $2800 Put,1,07/14/2020,8.78,878.52,07/14/2020,9.56,955.46,76.94,
AMZN Jul 17 '20 $2800 Put,2,07/14/2020,8.77,1755.03,07/14/2020,9.56,1910.92,155.89,
AMZN Jul 17 '20 $2800 Put,3,07/14/2020,25.00,7501.55,07/14/2020,15.99,4795.34,-2706.21,
AMZN Jul 17 '20 $2900 Put,2,07/14/2020,21.17,4235.03,07/14/2020,24.17,4832.86,597.82,
AMZN Jul 17 '20 $2900 Put,2,07/14/2020,27.90,5581.03,07/14/2020,18.74,3746.88,-1834.15,
AMZN Jul 17 '20 $2900 Put,2,07/14/2020,21.14,4229.03,07/14/2020,30.60,6118.83,1889.80,
AMZN Jul 17 '20 $2900 Put,1,07/14/2020,33.85,3385.52,07/14/2020,37.00,3699.40,313.88,
AMZN Jul 17 '20 $2900 Put,1,07/14/2020,33.85,3385.52,07/14/2020,37.00,3699.40,313.88,
AMZN Jul 17 '20 $2900 Put,1,07/15/2020,24.24,2424.52,07/15/2020,24.80,2479.43,54.91,
AMZN Jul 17 '20 $2900 Put,1,07/16/2020,28.80,2880.52,07/16/2020,29.55,2954.42,73.90,
AMZN Jul 17 '20 $3000 Put,1,07/13/2020,17.00,1700.52,07/13/2020,39.20,3919.39,2218.88,
AMZN Jul 17 '20 $3100 Put,2,07/13/2020,22.49,4499.03,07/13/2020,19.00,3798.88,-700.15,
AMZN Jul 24 '20 $3000 Call,1,07/24/2020,9.53,953.52,07/24/2020,12.00,1199.46,245.94,
AMZN Jul 24 '20 $3000 Call,1,07/24/2020,5.00,500.52,07/24/2020,6.81,680.47,179.95,
AMZN Jul 24 '20 $3100 Call,1,07/23/2020,8.50,850.52,07/23/2020,7.37,736.47,-114.05,
AMZN Jul 24 '20 $3100 Call,1,07/23/2020,7.87,787.52,07/23/2020,5.50,549.47,-238.05,
AMZN Jul 24 '20 $3150 Call,1,07/23/2020,9.66,966.52,07/23/2020,3.50,349.47,-617.04,
AMZN Jul 24 '20 $3300 Call,1,07/22/2020,10.38,1038.52,07/25/2020,0.00,0.00,-1038.52,
AMZN Aug 07 '20 $3250 Call,1,08/04/2020,7.00,700.51,08/05/2020,12.05,1204.46,503.94,
AMZN Aug 07 '20 $3300 Call,2,08/03/2020,10.30,2061.03,08/05/2020,5.02,1002.95,-1058.09,
AMZN Aug 07 '20 $3300 Call,1,08/05/2020,5.75,575.51,08/05/2020,6.01,600.47,24.96,
AMZN Aug 07 '20 $3300 Call,1,08/04/2020,5.06,506.51,08/05/2020,7.37,736.47,229.95,
AMZN Aug 21 '20 $3400 Call,5,08/10/2020,12.60,6302.57,08/18/2020,20.50,10247.19,3944.62,
AMZN Aug 21 '20 $3400 Call,10,08/10/2020,12.03,12035.14,08/18/2020,20.50,20494.39,8459.25,
AMZN Aug 21 '20 $3400 Call,1,08/20/2020,2.70,270.51,08/20/2020,2.15,214.48,-56.03,
AMZN Aug 21 '20 $3400 Call,2,08/20/2020,2.71,543.03,08/20/2020,2.15,428.96,-114.07,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.70,1352.57,08/20/2020,2.15,1072.40,-280.17,
AMZN Aug 21 '20 $3400 Call,2,08/20/2020,2.73,547.03,08/20/2020,2.15,428.96,-118.07,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.72,1362.57,08/20/2020,2.15,1072.40,-290.17,
AMZN Aug 21 '20 $3400 Call,3,08/20/2020,2.74,823.54,08/20/2020,2.15,643.44,-180.10,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.75,1377.57,08/20/2020,2.15,1072.40,-305.17,
AMZN Aug 21 '20 $3400 Call,3,08/20/2020,2.75,826.54,08/20/2020,2.15,643.44,-183.10,
AMZN Aug 21 '20 $3400 Call,2,08/20/2020,2.75,551.03,08/20/2020,2.15,428.96,-122.07,
AMZN Aug 21 '20 $3400 Call,1,08/20/2020,2.75,275.51,08/20/2020,2.15,214.48,-61.03,
AMZN Aug 21 '20 $3400 Call,1,08/20/2020,2.75,275.51,08/20/2020,2.15,214.48,-61.03,
AMZN Aug 21 '20 $3400 Call,2,08/17/2020,3.05,611.03,08/20/2020,3.00,598.95,-12.07,
AMZN Aug 21 '20 $3400 Call,5,08/17/2020,2.90,1452.57,08/20/2020,3.00,1497.39,44.82,
AMZN Aug 21 '20 $3400 Call,3,08/19/2020,12.60,3781.54,08/20/2020,3.00,898.43,-2883.11,
AMZN Aug 21 '20 $3400 Call,2,08/19/2020,12.60,2521.03,08/20/2020,3.00,598.95,-1922.07,
AMZN Aug 21 '20 $3400 Call,2,08/19/2020,8.90,1781.03,08/20/2020,3.00,598.95,-1182.07,
AMZN Aug 21 '20 $3400 Call,2,08/11/2020,9.00,1801.03,08/20/2020,3.00,598.95,-1202.07,
AMZN Aug 21 '20 $3400 Call,1,08/12/2020,7.25,725.51,08/20/2020,3.00,299.48,-426.04,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.30,330.51,08/20/2020,3.00,299.48,-31.04,
AMZN Aug 21 '20 $3400 Call,6,08/19/2020,4.90,2943.08,08/20/2020,3.00,1796.86,-1146.22,
AMZN Aug 21 '20 $3400 Call,3,08/19/2020,8.90,2671.54,08/20/2020,3.00,898.43,-1773.11,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.05,305.51,08/20/2020,3.00,299.48,-6.04,
AMZN Aug 21 '20 $3400 Call,1,08/11/2020,9.00,900.51,08/20/2020,3.00,299.48,-601.04,
AMZN Aug 21 '20 $3400 Call,1,08/12/2020,7.25,725.51,08/20/2020,3.00,299.48,-426.04,
AMZN Aug 21 '20 $3400 Call,2,08/17/2020,3.05,611.03,08/20/2020,3.00,598.95,-12.07,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.30,330.51,08/20/2020,3.02,301.48,-29.04,
AMZN Aug 21 '20 $3400 Call,1,08/11/2020,9.00,900.51,08/20/2020,3.01,300.48,-600.04,
AMZN Aug 21 '20 $3400 Call,1,08/17/2020,3.30,330.51,08/20/2020,3.01,300.48,-30.04,
AMZN Aug 21 '20 $3400 Call,1,08/19/2020,4.90,490.51,08/20/2020,3.01,300.48,-190.04,
AMZN Aug 21 '20 $3400 Call,1,08/19/2020,4.90,490.51,08/20/2020,3.01,300.48,-190.04,
AMZN Aug 21 '20 $3400 Call,2,08/19/2020,4.90,981.03,08/20/2020,3.05,608.95,-372.07,
AMZN Aug 21 '20 $3400 Call,1,08/11/2020,9.00,900.51,08/20/2020,3.05,304.48,-596.04,
AMZN Aug 21 '20 $3400 Call,10,08/20/2020,2.75,2755.14,08/22/2020,0.00,0.00,-2755.14,
AMZN Aug 21 '20 $3400 Call,20,08/20/2020,1.75,3510.28,08/22/2020,0.00,0.00,-3510.28,
AMZN Aug 21 '20 $3400 Call,5,08/20/2020,2.50,1252.57,08/22/2020,0.00,0.00,-1252.57,
AMZN Aug 28 '20 $3500 Call,10,08/19/2020,26.00,26005.14,08/19/2020,12.12,12114.57,-13890.57,
AMZN Aug 28 '20 $3500 Call,6,08/20/2020,11.00,6603.08,08/20/2020,13.00,7796.73,1193.65,
AMZN Aug 28 '20 $3500 Call,4,08/20/2020,11.00,4402.06,08/20/2020,13.00,5197.82,795.77,
AMZN Aug 28 '20 $3500 Call,5,08/20/2020,14.50,7252.57,08/26/2020,19.00,9497.21,2244.64,
AMZN Aug 28 '20 $3500 Call,2,08/24/2020,14.00,2801.03,08/26/2020,20.00,3998.88,1197.85,
AMZN Aug 28 '20 $3500 Call,3,08/24/2020,14.00,4201.54,08/26/2020,20.00,5998.32,1796.78,
AMZN Aug 28 '20 $3500 Call,2,08/24/2020,8.73,1747.03,08/26/2020,20.00,3998.88,2251.85,
AMZN Aug 28 '20 $3500 Call,2,08/24/2020,8.76,1753.03,08/26/2020,20.00,3998.88,2245.85,
AMZN Aug 28 '20 $3500 Call,1,08/24/2020,8.81,881.51,08/26/2020,20.00,1999.44,1117.93,
AMZN Aug 28 '20 $3500 Call,5,08/21/2020,10.50,5252.57,08/26/2020,21.00,10497.19,5244.62,
AMZN Aug 28 '20 $3500 Call,5,08/24/2020,18.50,9252.57,08/26/2020,21.00,10497.19,1244.62,
AMZN Aug 28 '20 $3500 Call,4,08/26/2020,12.00,4802.06,08/26/2020,19.14,7653.77,2851.71,
AMZN Aug 28 '20 $3500 Call,1,08/26/2020,12.00,1200.51,08/26/2020,19.20,1919.44,718.93,
AMZN Aug 28 '20 $3500 Call,5,08/20/2020,14.50,7252.57,08/26/2020,13.00,6497.28,-755.29,
AMZN Aug 28 '20 $3500 Call,5,08/26/2020,12.00,6002.57,08/27/2020,5.00,2497.37,-3505.20,
AMZN Aug 28 '20 $3500 Call,2,08/26/2020,12.00,2401.03,08/27/2020,13.00,2598.91,197.88,
AMZN Aug 28 '20 $3500 Call,2,08/26/2020,12.00,2401.03,08/27/2020,13.00,2598.91,197.88,
AMZN Aug 28 '20 $3500 Call,1,08/26/2020,12.00,1200.51,08/27/2020,13.00,1299.46,98.94,
AMZN Aug 28 '20 $3500 Call,1,08/27/2020,4.40,440.51,08/27/2020,5.22,521.47,80.96,
AMZN Aug 28 '20 $3500 Call,4,08/27/2020,4.51,1806.06,08/27/2020,5.22,2085.89,279.83,
AMZN Sep 11 '20 $3300 Call,5,09/10/2020,6.23,3117.57,09/12/2020,0.00,0.00,-3117.57,
AMZN Sep 11 '20 $3300 Call,5,09/10/2020,4.00,2002.57,09/12/2020,0.00,0.00,-2002.57,
AMZN Sep 11 '20 $3300 Call,5,09/11/2020,1.43,717.57,09/12/2020,0.00,0.00,-717.57,
AMZN Sep 11 '20 $3350 Call,5,09/08/2020,10.90,5452.57,09/09/2020,19.70,9847.20,4394.63,
AMZN Sep 11 '20 $3350 Call,5,09/08/2020,10.90,5452.57,09/09/2020,12.50,6247.28,794.71,
AMZN Sep 11 '20 $3350 Call,5,09/09/2020,6.70,3352.57,09/09/2020,19.45,9722.21,6369.64,
AMZN Sep 25 '20 $3100 Call,2,09/21/2020,10.50,2101.03,09/22/2020,43.28,8654.78,6553.75,
AMZN Sep 25 '20 $3100 Call,2,09/21/2020,10.50,2101.03,09/22/2020,43.35,8668.78,6567.75,
AMZN Sep 25 '20 $3150 Call,3,09/23/2020,14.00,4201.54,09/24/2020,12.20,3658.37,-543.17,
AMZN Sep 25 '20 $3150 Call,2,09/23/2020,14.00,2801.03,09/26/2020,0.00,0.00,-2801.03,
AMZN Oct 02 '20 $3250 Call,5,09/28/2020,15.16,7582.57,09/28/2020,18.95,9472.21,1889.64,
AMZN Oct 02 '20 $3250 Call,3,09/29/2020,17.16,5149.54,09/29/2020,20.45,6133.32,983.78,
AMZN Oct 02 '20 $3250 Call,1,09/29/2020,17.25,1725.51,09/29/2020,20.45,2044.44,318.93,
AMZN Oct 02 '20 $3250 Call,1,09/30/2020,14.45,1445.51,09/30/2020,17.35,1734.45,288.93,
AMZN Oct 02 '20 $3250 Call,1,09/30/2020,14.44,1444.51,09/30/2020,17.35,1734.45,289.93,
AMZN Oct 02 '20 $3250 Call,3,09/29/2020,17.20,5161.54,09/30/2020,17.00,5098.34,-63.20,
AMZN Oct 02 '20 $3250 Call,3,09/30/2020,11.45,3436.54,09/30/2020,14.15,4243.36,806.82,
AMZN Oct 23 '20 $3400 Call,2,10/19/2020,17.40,3481.03,10/25/2020,0.00,0.00,-3481.03,
AMZN Oct 23 '20 $3400 Call,1,10/20/2020,8.45,845.51,10/25/2020,0.00,0.00,-845.51,
AMZN Oct 30 '20 $3500 Call,2,10/23/2020,23.20,4641.03,10/27/2020,28.45,5688.84,1047.81,
AMZN Nov 13 '20 $3450 Call,1,10/30/2020,20.30,2030.51,10/30/2020,14.34,1433.45,-597.06,
AMZN Nov 13 '20 $3450 Call,1,10/30/2020,20.30,2030.51,10/30/2020,14.34,1433.45,-597.06,
AMZN Nov 20 '20 $3800 Call,1,10/26/2020,29.20,2920.51,10/29/2020,21.00,2099.44,-821.08,
AMZN Nov 20 '20 $3800 Call,4,10/26/2020,29.20,11682.06,10/29/2020,21.00,8397.75,-3284.30,
AMZN Nov 20 '20 $3800 Call,1,10/26/2020,29.20,2920.51,10/30/2020,4.65,464.47,-2456.04,
AMZN Nov 20 '20 $3800 Call,1,10/26/2020,29.20,2920.51,10/30/2020,4.65,464.47,-2456.04,
AMZN Nov 20 '20 $3800 Call,3,10/26/2020,29.20,8761.54,10/30/2020,4.65,1393.42,-7368.12,
APPN,596,12/26/2019,38.50,22946.00,01/09/2020,41.27,24599.20,1653.20,
APPN,204,12/26/2019,38.50,7854.00,01/09/2020,41.34,8433.16,579.16,
APPN,900,12/26/2019,38.50,34650.00,01/09/2020,41.34,37206.37,2556.37,
APPN,300,12/26/2019,38.50,11550.00,01/09/2020,41.34,12402.18,852.18,
ATVI Jun 19 '20 $72 Call,20,06/09/2020,1.36,2730.33,06/11/2020,2.93,5849.50,3119.17,
ATVI Jun 26 '20 $74 Call,25,06/15/2020,1.55,3887.91,06/15/2020,1.74,4336.94,449.03,
ATVI Jul 31 '20 $85 Call,1,07/27/2020,0.44,44.52,07/28/2020,0.21,20.48,-24.04,
ATVI Jul 31 '20 $85 Call,1,07/27/2020,0.44,44.52,07/28/2020,0.21,20.48,-24.04,
ATVI Jul 31 '20 $85 Call,2,07/27/2020,0.44,89.03,07/28/2020,0.21,40.96,-48.07,
ATVI Jul 31 '20 $85 Call,1,07/27/2020,0.44,44.52,07/28/2020,0.21,20.48,-24.04,
ATVI Jul 31 '20 $85 Call,5,07/27/2020,0.44,222.58,07/28/2020,0.20,97.41,-125.18,
ATVI Jul 31 '20 $85 Call,9,07/27/2020,0.29,265.65,07/28/2020,0.20,175.33,-90.32,
ATVI Jul 31 '20 $85 Call,8,07/27/2020,0.29,236.13,07/28/2020,0.20,155.85,-80.28,
ATVI Jul 31 '20 $85 Call,3,07/27/2020,0.29,88.55,07/28/2020,0.20,58.44,-30.11,
ATVI Jul 31 '20 $85 Call,20,07/27/2020,0.53,1070.33,07/28/2020,0.22,429.62,-640.71,
ATVI Jul 31 '20 $85 Call,4,07/27/2020,0.44,178.07,07/28/2020,0.22,85.92,-92.14,
ATVI Jul 31 '20 $85 Call,3,07/27/2020,0.44,133.55,07/28/2020,0.22,64.44,-69.11,
ATVI Jul 31 '20 $85 Call,3,07/27/2020,0.44,133.55,07/28/2020,0.22,64.44,-69.11,
ATVI Aug 07 '20 $85 Call,1,07/30/2020,1.56,156.52,07/31/2020,2.26,225.48,68.96,
ATVI Aug 07 '20 $85 Call,1,07/30/2020,1.56,156.52,07/31/2020,2.26,225.48,68.96,
ATVI Aug 07 '20 $85 Call,18,07/30/2020,1.56,2817.30,07/31/2020,2.25,4040.58,1223.28,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,08/04/2020,2.90,289.48,136.96,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,08/04/2020,2.90,289.48,136.96,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,08/04/2020,3.00,299.48,146.96,
ATVI Aug 14 '20 $90 Call,4,08/03/2020,1.52,610.07,08/04/2020,3.00,1197.91,587.84,
ATVI Aug 14 '20 $90 Call,2,08/03/2020,1.52,305.03,08/04/2020,3.00,598.95,293.92,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,08/04/2020,2.89,288.48,135.96,
ATVI Aug 14 '20 $90 Call,1,08/03/2020,1.52,152.52,08/06/2020,0.73,72.48,-80.03,
ATVI Aug 14 '20 $90 Call,9,08/03/2020,1.52,1372.65,08/06/2020,0.73,652.34,-720.31,
ATVI Aug 14 '20 $90 Call,14,08/05/2020,0.81,1141.19,08/06/2020,0.73,1014.75,-126.44,
ATVI Aug 14 '20 $90 Call,1,08/05/2020,0.80,80.51,08/06/2020,0.73,72.48,-8.03,
ATVI Aug 14 '20 $90 Call,4,08/05/2020,0.57,230.06,08/06/2020,0.71,281.93,51.87,
ATVI Aug 14 '20 $90 Call,10,08/05/2020,0.40,405.14,08/06/2020,0.71,704.83,299.69,
ATVI Aug 14 '20 $90 Call,3,08/05/2020,0.81,244.54,08/06/2020,0.72,214.45,-30.09,
ATVI Aug 14 '20 $90 Call,1,08/05/2020,0.57,57.51,08/06/2020,0.72,71.48,13.97,
ATVI Aug 14 '20 $90 Call,2,08/05/2020,0.57,115.03,08/06/2020,0.72,142.97,27.94,
ATVI Aug 14 '20 $90 Call,2,08/05/2020,0.81,163.03,08/06/2020,0.72,142.97,-20.06,
ATVI Aug 14 '20 $90 Call,3,08/05/2020,0.57,172.54,08/06/2020,0.72,214.45,41.91,
ATVI Aug 21 '20 $85 Call,7,08/17/2020,0.17,122.60,08/18/2020,0.30,206.38,83.79,
ATVI Aug 21 '20 $85 Call,2,08/17/2020,0.17,35.03,08/18/2020,0.30,58.97,23.94,
ATVI Aug 21 '20 $85 Call,3,08/17/2020,0.22,67.54,08/18/2020,0.31,91.45,23.91,
ATVI Aug 21 '20 $85 Call,42,08/17/2020,0.22,945.58,08/18/2020,0.31,1280.30,334.72,
ATVI Aug 21 '20 $85 Call,11,08/17/2020,0.17,192.65,08/18/2020,0.31,335.32,142.66,
ATVI Aug 21 '20 $85 Call,4,08/17/2020,0.22,90.06,08/18/2020,0.31,121.93,31.88,
ATVI Aug 21 '20 $85 Call,1,08/17/2020,0.22,22.51,08/18/2020,0.31,30.48,7.97,
AYX Mar 20 '20 $160 Call,5,03/03/2020,3.50,-1747.37,03/03/2020,2.73,-1367.58,379.79,
AYX Mar 20 '20 $160 Call,5,03/03/2020,3.50,-1747.37,03/03/2020,2.75,-1377.58,369.79,
AYX Mar 20 '20 $160 Call,10,03/04/2020,2.22,-2214.77,03/06/2020,2.56,-2565.16,-350.40,
AYX May 15 '20 $150 Call,10,04/20/2020,2.75,2755.16,04/20/2020,3.60,3594.74,839.57,
AYX,200,02/20/2020,148.42,29684.00,03/11/2020,106.21,21240.99,-8443.01,
AYX,800,02/20/2020,148.43,118744.00,03/11/2020,106.21,84963.94,-33780.06,
BA Jun 12 '20 $210 Call,1,06/10/2020,5.75,575.52,06/10/2020,6.18,617.47,41.95,
BA Jun 12 '20 $210 Call,1,06/10/2020,5.80,580.52,06/10/2020,6.18,617.47,36.95,
BA Jun 12 '20 $210 Call,1,06/10/2020,5.80,580.52,06/10/2020,6.18,617.47,36.95,
BA Jun 12 '20 $210 Call,7,06/10/2020,5.85,4098.61,06/10/2020,6.18,4322.28,223.66,
BA Jun 12 '20 $210 Call,10,06/10/2020,6.57,6575.16,06/10/2020,6.09,6084.68,-490.48,
BA Jun 12 '20 $210 Call,1,06/10/2020,6.68,668.52,06/10/2020,7.15,714.47,45.95,
BA Jun 12 '20 $210 Call,8,06/10/2020,6.68,5348.13,06/10/2020,7.15,5715.73,367.60,
BA Jun 12 '20 $210 Call,1,06/10/2020,6.68,668.52,06/10/2020,7.15,714.47,45.95,
BA Jul 10 '20 $190 Call,5,07/06/2020,4.48,2242.58,07/06/2020,5.20,2597.35,354.77,
BA Jul 10 '20 $195 Call,5,07/06/2020,3.49,1747.58,07/11/2020,0.00,0.00,-1747.58,
BA Jul 17 '20 $190 Call,10,07/13/2020,2.65,2655.16,07/13/2020,2.10,2094.77,-560.39,
