Symbol,Quantity,OpenDate,OpenPrice,DollarCost,CloseDate,ClosePrice,ClosingAmount,GainLoss,
BA Jul 17 '20 $190 Call,10,07/13/2020,2.50,2505.16,07/13/2020,2.91,2904.75,399.59,
BA Jul 17 '20 $190 Call,10,07/17/2020,0.34,345.16,07/18/2020,0.00,0.00,-345.16,
BA Jul 17 '20 $192.50 Call,10,07/14/2020,1.73,1735.16,07/15/2020,1.85,1844.78,109.61,
BA Jul 17 '20 $192.50 Call,5,07/15/2020,2.17,1087.58,07/15/2020,2.40,1197.38,109.80,
BA Jul 17 '20 $192.50 Call,5,07/15/2020,2.16,1082.58,07/15/2020,3.58,1787.37,704.79,
BA Jul 17 '20 $192.50 Call,10,07/15/2020,3.00,3005.16,07/18/2020,0.00,0.00,-3005.16,
BA Jul 31 '20 $200 Call,1,07/21/2020,2.72,272.52,07/21/2020,2.63,262.48,-10.04,
BA Jul 31 '20 $200 Call,9,07/21/2020,2.72,2452.65,07/21/2020,2.63,2362.28,-90.37,
BA Jul 31 '20 $200 Call,10,07/21/2020,2.83,2835.16,07/23/2020,1.56,1554.78,-1280.38,
BA Jul 31 '20 $200 Call,10,07/24/2020,2.12,2125.16,08/01/2020,0.00,0.00,-2125.16,
BA Jul 31 '20 $200 Call,10,07/27/2020,0.87,875.16,08/01/2020,0.00,0.00,-875.16,
BA Aug 07 '20 $180 Call,9,07/29/2020,2.00,1804.65,07/30/2020,1.21,1084.31,-720.34,
BA Aug 07 '20 $180 Call,1,07/29/2020,2.00,200.52,07/30/2020,1.21,120.48,-80.04,
BA Aug 14 '20 $190 Call,10,08/04/2020,0.98,985.14,08/04/2020,0.80,794.82,-190.32,
BA Aug 14 '20 $190 Call,2,07/31/2020,0.74,149.03,08/04/2020,0.89,176.96,27.93,
BA Aug 14 '20 $190 Call,8,07/31/2020,0.74,596.13,08/04/2020,0.89,707.86,111.73,
BA Aug 14 '20 $190 Call,6,07/31/2020,0.74,447.10,08/04/2020,0.97,578.89,131.79,
BA Aug 14 '20 $190 Call,4,07/31/2020,0.74,298.07,08/04/2020,0.97,385.93,87.86,
BA Aug 14 '20 $190 Call,7,08/10/2020,1.43,1004.60,08/10/2020,1.44,1004.37,-0.23,
BA Aug 14 '20 $190 Call,2,08/10/2020,1.48,297.03,08/10/2020,1.44,286.96,-10.07,
BA Aug 14 '20 $190 Call,3,08/10/2020,1.43,430.54,08/10/2020,1.44,430.44,-0.10,
BA Aug 14 '20 $190 Call,2,08/10/2020,1.43,287.03,08/10/2020,1.44,286.96,-0.07,
BA Aug 14 '20 $190 Call,3,08/10/2020,1.48,445.54,08/10/2020,1.44,430.44,-15.10,
BA Aug 14 '20 $190 Call,3,08/10/2020,1.48,445.54,08/10/2020,1.44,430.44,-15.10,
BA Aug 14 '20 $200 Call,20,08/11/2020,1.28,2570.28,08/11/2020,1.21,2409.63,-160.65,
BA Aug 21 '20 $200 Call,10,08/05/2020,1.37,1375.14,08/05/2020,2.60,2594.78,1219.64,
BA Aug 21 '20 $200 Call,10,08/05/2020,1.37,1375.14,08/05/2020,2.32,2314.79,939.65,
BA Oct 02 '20 $155 Put,5,09/28/2020,1.46,732.57,10/03/2020,0.00,0.00,-732.57,
BA Oct 02 '20 $155 Put,3,09/28/2020,1.10,331.54,10/03/2020,0.00,0.00,-331.54,
BA Oct 23 '20 $180 Call,100,10/21/2020,0.18,1851.39,10/25/2020,0.00,0.00,-1851.39,
BA Oct 23 '20 $190 Call,90,10/19/2020,0.33,3016.25,10/25/2020,0.00,0.00,-3016.25,
BA Oct 23 '20 $190 Call,90,10/19/2020,0.21,1936.25,10/25/2020,0.00,0.00,-1936.25,
BA Oct 23 '20 $190 Call,70,10/19/2020,0.16,1155.97,10/25/2020,0.00,0.00,-1155.97,
BA Oct 23 '20 $190 Call,50,10/19/2020,0.18,925.70,10/25/2020,0.00,0.00,-925.70,
BA,400,10/16/2020,171.93,68771.96,10/30/2020,143.09,57234.68,-11537.28,
BAND,400,12/26/2019,63.99,25596.00,02/19/2020,76.76,30703.27,5107.27,
BAND,200,12/26/2019,63.99,12798.00,02/19/2020,76.75,15349.65,2551.65,
BAND,400,12/26/2019,63.99,25596.00,02/19/2020,76.82,30727.27,5131.27,
BOX Jun 19 '20 $20 Call,50,05/13/2020,0.40,2025.82,05/26/2020,1.30,6473.94,4448.12,
BOX Jun 19 '20 $20 Call,26,05/14/2020,0.40,1053.43,05/26/2020,1.30,3366.45,2313.02,
BOX Jun 19 '20 $20 Call,24,05/14/2020,0.39,948.39,05/26/2020,1.30,3107.49,2159.10,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,05/27/2020,1.35,1344.79,39.62,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,05/27/2020,1.35,1344.79,39.62,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,05/27/2020,1.35,1344.79,39.62,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,05/27/2020,1.35,1344.79,39.62,
BOX Jun 19 '20 $20 Call,10,05/26/2020,1.30,1305.16,05/27/2020,1.35,1344.79,39.62,
BOX Jun 19 '20 $20 Call,22,05/26/2020,1.28,2827.36,05/28/2020,1.35,2958.53,131.17,
BOX Jun 19 '20 $20 Call,28,05/26/2020,1.30,3654.46,05/28/2020,1.35,3765.40,110.94,
BOX Jul 17 '20 $20 Call,20,06/01/2020,1.25,2510.33,06/03/2020,1.12,2229.58,-280.75,
BOX Jul 17 '20 $22 Call,1,06/22/2020,0.94,94.52,06/22/2020,1.25,124.48,29.96,
BOX Jul 17 '20 $22 Call,2,06/22/2020,0.94,189.03,06/22/2020,1.25,248.96,59.92,
BOX Jul 17 '20 $22 Call,2,06/22/2020,0.94,189.03,06/22/2020,1.25,248.96,59.92,
BOX Jul 17 '20 $22 Call,1,06/22/2020,0.94,94.52,06/22/2020,1.25,124.48,29.96,
BOX Jul 17 '20 $22 Call,14,06/22/2020,0.94,1323.23,06/22/2020,1.20,1672.71,349.48,
BOX Jul 17 '20 $22 Call,50,06/24/2020,0.55,2775.82,06/25/2020,0.65,3224.01,448.19,
BOX Aug 21 '20 $20 Call,20,07/20/2020,1.09,2190.33,08/22/2020,0.00,0.00,-2190.33,
BOX Aug 21 '20 $20 Call,100,07/31/2020,0.20,2051.64,08/22/2020,0.00,0.00,-2051.64,
BOX Sep 18 '20 $22 Call,25,08/06/2020,0.33,837.85,08/27/2020,0.42,1037.08,199.23,
BOX Sep 18 '20 $22 Call,25,08/24/2020,0.25,637.85,08/27/2020,0.42,1037.08,399.23,
BOX Sep 18 '20 $22 Call,22,08/05/2020,0.42,935.31,08/27/2020,0.75,1638.61,703.31,
BOX Sep 18 '20 $22 Call,28,08/05/2020,0.43,1218.39,08/27/2020,0.75,2085.51,867.12,
BYND May 01 '20 $100 Call,1,04/23/2020,3.30,330.52,04/23/2020,3.70,369.47,38.96,
BYND May 01 '20 $100 Call,9,04/23/2020,3.30,2974.65,04/23/2020,3.65,3280.26,305.61,
BYND May 01 '20 $110 Call,7,04/23/2020,1.85,1298.61,04/23/2020,1.43,997.35,-301.27,
BYND May 01 '20 $110 Call,1,04/23/2020,1.80,180.52,04/23/2020,1.43,142.48,-38.04,
BYND May 01 '20 $110 Call,2,04/23/2020,1.80,361.03,04/23/2020,1.43,284.96,-76.08,
BYND May 01 '20 $110 Call,1,04/23/2020,2.20,220.52,04/23/2020,3.35,334.47,113.96,
BYND May 01 '20 $110 Call,8,04/23/2020,2.20,1764.13,04/23/2020,3.36,2683.79,919.66,
BYND May 01 '20 $110 Call,1,04/23/2020,2.20,220.52,04/23/2020,3.40,339.47,118.96,
BYND May 08 '20 $120 Call,10,05/06/2020,6.90,6905.16,05/06/2020,8.20,8194.63,1289.47,
BYND Jul 17 '20 $145 Call,5,07/15/2020,1.45,727.58,07/15/2020,1.70,847.39,119.81,
BYND Jul 17 '20 $145 Call,5,07/15/2020,1.45,727.58,07/18/2020,0.00,0.00,-727.58,
BYND Jul 31 '20 $140 Call,2,07/21/2020,4.15,831.03,07/21/2020,5.35,1068.94,237.91,
BYND Jul 31 '20 $140 Call,1,07/21/2020,4.15,415.52,07/21/2020,5.35,534.47,118.95,
BYND Jul 31 '20 $140 Call,1,07/21/2020,4.15,415.52,07/21/2020,5.45,544.47,128.95,
BYND Jul 31 '20 $140 Call,1,07/21/2020,4.15,415.52,07/21/2020,5.45,544.47,128.95,
BYND Jul 31 '20 $145 Call,5,07/21/2020,4.85,2427.58,08/01/2020,0.00,0.00,-2427.58,
BYND Jul 31 '20 $145 Call,15,07/27/2020,0.78,1177.75,08/01/2020,0.00,0.00,-1177.75,
BYND Jul 31 '20 $145 Call,10,07/27/2020,0.34,345.16,08/01/2020,0.00,0.00,-345.16,
BYND Jul 31 '20 $145 Call,20,07/29/2020,0.19,390.33,08/01/2020,0.00,0.00,-390.33,
BYND Aug 07 '20 $185 Call,4,08/04/2020,0.90,362.06,08/08/2020,0.00,0.00,-362.06,
BYND Aug 07 '20 $185 Call,6,08/04/2020,0.89,537.08,08/08/2020,0.00,0.00,-537.08,
BYND Aug 14 '20 $160 Call,1,07/31/2020,1.71,171.52,08/04/2020,4.40,439.47,267.96,
BYND Aug 14 '20 $160 Call,9,07/31/2020,1.71,1543.65,08/04/2020,4.30,3865.27,2321.62,
BYND Aug 14 '20 $180 Call,10,07/31/2020,0.62,625.16,08/04/2020,1.77,1764.80,1139.64,
BYND Aug 14 '20 $180 Call,10,07/31/2020,0.62,625.16,08/15/2020,0.00,0.00,-625.16,
BYND,1000,05/06/2020,118.00,118000.00,05/06/2020,124.50,124497.11,6497.11,
CCL Jul 17 '20 $18 Call,49,07/15/2020,0.14,711.30,07/15/2020,0.32,1542.56,831.26,
CCL Jul 17 '20 $18 Call,1,07/15/2020,0.13,13.52,07/15/2020,0.32,31.48,17.96,
CCL Jul 17 '20 $18 Call,20,07/15/2020,0.14,290.33,07/15/2020,0.51,1009.61,719.28,
CCL Jul 17 '20 $18 Call,5,07/15/2020,0.14,72.58,07/15/2020,0.51,252.40,179.82,
CCL Jul 17 '20 $18 Call,25,07/15/2020,0.37,937.91,07/15/2020,0.45,1112.02,174.11,
CCL Jul 17 '20 $18 Call,25,07/15/2020,0.14,362.91,07/15/2020,0.45,1112.02,749.11,
CCL Jul 17 '20 $18 Call,5,07/15/2020,0.42,212.58,07/18/2020,0.00,0.00,-212.58,
CCL Jul 17 '20 $18 Call,5,07/15/2020,0.42,212.58,07/18/2020,0.00,0.00,-212.58,
CCL Jul 17 '20 $18 Call,40,07/15/2020,0.43,1740.66,07/18/2020,0.00,0.00,-1740.66,
CCL Jul 17 '20 $20 Call,100,07/10/2020,0.14,1451.64,07/18/2020,0.00,0.00,-1451.64,
CRM May 15 '20 $165 Call,10,04/29/2020,2.92,2925.16,04/29/2020,3.25,3244.74,319.58,
CRM May 15 '20 $165 Call,10,04/30/2020,4.46,4465.16,05/04/2020,2.35,2344.76,-2120.40,
CRM May 22 '20 $175 Call,20,05/14/2020,1.60,3210.33,05/15/2020,1.60,3189.56,-20.77,
CRM Jun 19 '20 $190 Call,6,06/01/2020,1.57,945.10,06/01/2020,1.50,896.87,-48.23,
CRM Jun 19 '20 $190 Call,11,06/01/2020,1.56,1721.68,06/01/2020,1.50,1644.26,-77.42,
CRM Jun 19 '20 $190 Call,2,06/01/2020,1.55,311.03,06/01/2020,1.50,298.96,-12.08,
CRM Jun 19 '20 $190 Call,11,06/01/2020,1.55,1710.68,06/01/2020,1.50,1644.26,-66.42,
CRM Jun 19 '20 $190 Call,10,05/26/2020,3.50,3505.16,06/01/2020,1.35,1344.79,-2160.38,
CRM Jun 19 '20 $190 Call,10,05/29/2020,1.10,1105.16,06/01/2020,1.35,1344.79,239.62,
CRM Jun 19 '20 $190 Call,10,05/27/2020,1.83,1835.16,06/01/2020,1.35,1344.79,-490.38,
CRM Jun 19 '20 $190 Call,3,06/01/2020,1.55,466.55,06/10/2020,1.21,361.44,-105.11,
CRM Jun 19 '20 $190 Call,3,06/01/2020,1.58,475.55,06/10/2020,1.21,361.44,-114.11,
CRM Jun 19 '20 $190 Call,1,06/01/2020,1.50,150.52,06/10/2020,1.21,120.48,-30.04,
CRM Jun 19 '20 $190 Call,5,06/01/2020,1.58,792.58,06/10/2020,1.21,602.39,-190.19,
CRM Jun 19 '20 $190 Call,14,06/01/2020,1.55,2177.23,06/10/2020,1.21,1686.70,-490.52,
CRM Jun 19 '20 $190 Call,31,06/02/2020,0.80,2496.01,06/10/2020,1.21,3734.85,1238.84,
CRM Jun 19 '20 $190 Call,1,06/01/2020,1.57,157.52,06/10/2020,1.21,120.48,-37.04,
CRM Jun 19 '20 $190 Call,2,06/01/2020,1.58,317.03,06/10/2020,1.21,240.96,-76.07,
CRM Jun 19 '20 $190 Call,2,06/01/2020,1.58,317.03,06/10/2020,1.22,242.96,-74.07,
CRM Jul 02 '20 $192.50 Call,16,06/18/2020,3.65,5848.26,06/18/2020,3.61,5767.58,-80.68,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.65,731.03,06/18/2020,3.60,718.95,-12.09,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.65,731.03,06/18/2020,3.60,718.95,-12.09,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.20,641.03,06/18/2020,3.35,668.95,27.92,
CRM Jul 02 '20 $192.50 Call,18,06/18/2020,3.20,5769.30,06/18/2020,3.36,6038.54,269.24,
CRM Jul 02 '20 $192.50 Call,5,06/18/2020,3.60,1802.58,06/22/2020,4.00,1997.36,194.78,
CRM Jul 02 '20 $192.50 Call,2,06/18/2020,3.60,721.03,06/22/2020,4.00,798.95,77.91,
CRM Jul 02 '20 $192.50 Call,3,06/18/2020,3.60,1081.55,06/22/2020,4.00,1198.42,116.87,
CRM Jul 02 '20 $192.50 Call,10,06/18/2020,3.60,3605.16,06/22/2020,4.00,3994.73,389.56,
CRM Jul 02 '20 $195 Call,18,06/22/2020,3.15,5679.30,06/23/2020,3.20,5750.54,71.25,
CRM Jul 02 '20 $195 Call,2,06/22/2020,3.15,631.03,06/23/2020,3.20,638.95,7.92,
CRM Jul 31 '20 $195 Call,5,07/29/2020,0.64,322.58,07/29/2020,1.38,687.39,364.81,
CRM Jul 31 '20 $195 Call,2,07/29/2020,0.90,181.03,07/29/2020,1.38,274.96,93.92,
CRM Jul 31 '20 $195 Call,8,07/29/2020,0.90,724.13,07/29/2020,1.75,1395.82,671.69,
CRM Jul 31 '20 $195 Call,15,07/30/2020,0.59,892.75,07/30/2020,0.77,1147.20,254.45,
CRM Jul 31 '20 $195 Call,15,07/30/2020,0.59,892.75,07/30/2020,0.60,892.20,-0.54,
CRM Jul 31 '20 $195 Call,10,07/29/2020,1.59,1595.16,07/30/2020,0.26,254.81,-1340.35,
CRM Jul 31 '20 $195 Call,10,07/30/2020,0.70,705.16,07/30/2020,0.26,254.81,-450.35,
CRM Jul 31 '20 $200 Call,20,07/27/2020,0.40,810.33,07/28/2020,0.26,509.62,-300.71,
CRM Jul 31 '20 $200 Call,2,07/22/2020,0.90,181.03,07/28/2020,0.26,50.96,-130.07,
CRM Jul 31 '20 $200 Call,1,07/22/2020,0.90,90.52,07/28/2020,0.26,25.48,-65.04,
CRM Jul 31 '20 $200 Call,1,07/22/2020,0.90,90.52,07/28/2020,0.26,25.48,-65.04,
CRM Jul 31 '20 $200 Call,1,07/22/2020,0.90,90.52,07/28/2020,0.26,25.48,-65.04,
CRM Jul 31 '20 $200 Call,3,07/22/2020,0.90,271.55,07/28/2020,0.26,76.44,-195.11,
CRM Jul 31 '20 $200 Call,2,07/22/2020,0.90,181.03,07/28/2020,0.26,50.96,-130.07,
CRM Jul 31 '20 $200 Call,10,07/20/2020,1.95,1955.16,07/28/2020,0.26,254.81,-1700.35,
CRM Aug 07 '20 $210 Call,10,08/04/2020,0.41,415.14,08/06/2020,1.15,1144.82,729.68,
CRM Aug 07 '20 $210 Call,10,08/04/2020,0.37,375.14,08/06/2020,1.15,1144.82,769.68,
CRM Aug 07 '20 $210 Call,20,08/03/2020,0.87,1750.33,08/06/2020,1.10,2189.63,439.31,
CRM Aug 14 '20 $210 Call,9,08/03/2020,0.92,832.65,08/03/2020,1.80,1615.30,782.65,
CRM Aug 14 '20 $210 Call,1,08/03/2020,0.92,92.52,08/03/2020,1.80,179.48,86.96,
CRM Aug 14 '20 $210 Call,10,08/03/2020,0.79,795.16,08/03/2020,2.43,2424.76,1629.60,
CRM Aug 14 '20 $210 Call,2,08/03/2020,0.92,185.03,08/03/2020,2.43,484.95,299.92,
CRM Aug 14 '20 $210 Call,1,08/03/2020,0.92,92.52,08/03/2020,2.43,242.48,149.96,
CRM Aug 14 '20 $210 Call,7,08/03/2020,1.00,703.61,08/03/2020,2.43,1697.33,993.72,
CRM Aug 14 '20 $210 Call,30,08/10/2020,0.30,915.42,08/15/2020,0.00,0.00,-915.42,
CRM Aug 14 '20 $210 Call,30,08/10/2020,0.20,615.42,08/15/2020,0.00,0.00,-615.42,
CRM Aug 14 '20 $210 Call,40,08/11/2020,0.15,620.56,08/15/2020,0.00,0.00,-620.56,
CRM Aug 21 '20 $205 Call,10,08/17/2020,0.54,545.14,08/18/2020,2.15,2144.79,1599.65,
CRM Aug 21 '20 $205 Call,10,08/17/2020,0.54,545.14,08/19/2020,2.40,2394.79,1849.65,
CRM Aug 21 '20 $207.50 Call,10,08/19/2020,1.65,1655.14,08/19/2020,1.55,1544.81,-110.33,
CRM Sep 11 '20 $300 Call,10,09/01/2020,2.93,2935.14,09/01/2020,3.70,3694.76,759.62,
CSCO Apr 17 '20 $40 Call,50,03/26/2020,1.25,6275.82,03/26/2020,1.65,8223.90,1948.08,
CSCO May 29 '20 $45.50 Call,50,05/13/2020,0.53,2675.82,05/14/2020,0.80,3973.99,1298.17,
CSCO Jul 17 '20 $48.50 Call,100,07/09/2020,0.20,2051.64,07/18/2020,0.00,0.00,-2051.64,
CSCO Aug 21 '20 $51 Call,100,08/03/2020,0.23,2351.64,08/22/2020,0.00,0.00,-2351.64,
CSPR Aug 21 '20 $10 Call,15,08/04/2020,0.50,757.71,08/07/2020,0.70,1042.24,284.53,
CSPR Aug 21 '20 $10 Call,2,08/04/2020,0.50,101.03,08/07/2020,0.70,138.97,37.94,
CSPR Aug 21 '20 $10 Call,12,08/04/2020,0.50,606.17,08/10/2020,0.79,941.79,335.62,
CSPR Aug 21 '20 $10 Call,1,08/04/2020,0.50,50.51,08/10/2020,0.79,78.48,27.97,
CVS Aug 14 '20 $69 Call,30,08/04/2020,0.35,1065.42,08/15/2020,0.00,0.00,-1065.42,
CVS Aug 14 '20 $69 Call,30,08/05/2020,0.23,705.42,08/15/2020,0.00,0.00,-705.42,
CVS Aug 14 '20 $69 Call,40,08/05/2020,0.15,620.56,08/15/2020,0.00,0.00,-620.56,
CVS Aug 14 '20 $69 Call,100,08/10/2020,0.06,651.39,08/15/2020,0.00,0.00,-651.39,
CVS Aug 28 '20 $65 Call,30,08/24/2020,0.22,675.42,08/29/2020,0.00,0.00,-675.42,
DAL Jun 05 '20 $27 Call,6,05/26/2020,0.55,333.10,05/26/2020,0.61,362.88,29.78,
DAL Jun 05 '20 $27 Call,14,05/26/2020,0.55,777.23,05/26/2020,0.61,846.72,69.49,
DAL Jun 05 '20 $27 Call,24,05/26/2020,0.55,1332.39,05/26/2020,0.61,1451.53,119.13,
DAL Jun 05 '20 $27 Call,5,05/26/2020,0.55,277.58,05/26/2020,0.61,302.40,24.82,
DAL Jun 05 '20 $27 Call,42,05/26/2020,0.55,2331.69,05/26/2020,0.61,2540.17,208.48,
DAL Jun 05 '20 $27 Call,7,05/26/2020,0.55,388.61,05/26/2020,0.61,423.36,34.75,
DAL Jun 05 '20 $27 Call,2,05/26/2020,0.55,111.03,05/26/2020,0.61,120.96,9.93,
DAL Jun 05 '20 $27 Call,50,05/26/2020,0.90,4525.82,05/27/2020,0.97,4823.97,298.15,
DAL Jun 05 '20 $27 Call,25,05/27/2020,0.63,1587.91,05/27/2020,0.97,2411.99,824.08,
DAL Jun 05 '20 $27 Call,2,06/01/2020,0.59,119.03,06/01/2020,0.65,128.96,9.93,
DAL Jun 05 '20 $27 Call,25,06/01/2020,0.59,1487.91,06/01/2020,0.65,1612.00,124.09,
DAL Jun 05 '20 $27 Call,28,06/01/2020,0.58,1638.46,06/01/2020,0.65,1805.44,166.99,
DAL Jun 05 '20 $27 Call,9,06/01/2020,0.58,526.65,06/01/2020,0.65,580.32,53.67,
DAL Jun 05 '20 $27 Call,23,06/01/2020,0.58,1345.88,06/01/2020,0.65,1483.04,137.17,
DAL Jun 05 '20 $27 Call,13,06/01/2020,0.58,760.71,06/01/2020,0.65,838.24,77.53,
DAL Jun 05 '20 $27 Call,50,05/29/2020,0.36,1825.82,06/01/2020,0.69,3424.00,1598.18,
DAL Jun 05 '20 $27 Call,20,05/29/2020,0.35,710.33,06/01/2020,0.69,1369.60,659.27,
DAL Jun 05 '20 $27 Call,10,05/29/2020,0.35,355.16,06/01/2020,0.69,684.80,329.64,
DAL Jun 05 '20 $27 Call,47,05/27/2020,0.89,4207.27,06/01/2020,0.69,3218.56,-988.71,
DAL Jun 05 '20 $27 Call,1,05/27/2020,0.89,89.52,06/01/2020,0.70,69.48,-20.04,
DAL Jun 05 '20 $27 Call,2,05/27/2020,0.89,179.03,06/01/2020,0.70,138.96,-40.07,
DAL Jun 05 '20 $27 Call,53,06/02/2020,0.60,3207.37,06/03/2020,0.71,3735.44,528.07,
DAL Jun 05 '20 $27 Call,1,06/02/2020,0.48,48.52,06/03/2020,0.71,70.48,21.96,
DAL Jun 05 '20 $27 Call,5,06/02/2020,0.48,242.58,06/03/2020,0.71,352.40,109.82,
DAL Jun 05 '20 $27 Call,6,06/02/2020,0.48,291.10,06/03/2020,0.71,422.88,131.78,
DAL Jun 05 '20 $27 Call,38,06/02/2020,0.60,2299.62,06/03/2020,0.71,2678.24,378.62,
DAL Jun 05 '20 $27 Call,17,06/02/2020,0.48,824.78,06/03/2020,0.71,1198.16,373.38,
DAL Jun 05 '20 $27 Call,6,06/02/2020,0.60,363.10,06/03/2020,0.71,422.88,59.78,
DAL Jun 05 '20 $27 Call,1,06/02/2020,0.48,48.52,06/03/2020,0.72,71.48,22.96,
DAL Jun 05 '20 $27 Call,3,06/02/2020,0.60,181.55,06/03/2020,0.72,214.44,32.89,
DAL Jun 05 '20 $29 Call,1,06/03/2020,0.31,31.52,06/03/2020,0.42,41.48,9.96,
DAL Jun 05 '20 $29 Call,27,06/03/2020,0.37,1012.94,06/03/2020,0.42,1119.98,107.04,
DAL Jun 05 '20 $29 Call,20,06/03/2020,0.37,750.33,06/03/2020,0.42,829.61,79.29,
DAL Jun 05 '20 $29 Call,3,06/03/2020,0.37,112.55,06/03/2020,0.42,124.44,11.89,
DAL Jun 05 '20 $29 Call,49,06/03/2020,0.31,1544.30,06/03/2020,0.42,2032.55,488.25,
DAL Jun 05 '20 $29 Call,18,06/03/2020,0.37,675.30,06/03/2020,0.42,746.65,71.36,
DAL Jun 05 '20 $29 Call,11,06/03/2020,0.37,412.68,06/03/2020,0.42,456.29,43.61,
DAL Jun 05 '20 $29 Call,4,06/03/2020,0.37,150.07,06/03/2020,0.42,165.92,15.86,
DAL Jun 05 '20 $29 Call,28,06/03/2020,0.37,1050.46,06/03/2020,0.42,1161.46,111.00,
DAL Jun 05 '20 $29 Call,39,06/03/2020,0.37,1463.14,06/03/2020,0.43,1656.75,193.61,
DAL Jun 05 '20 $33 Call,1,06/04/2020,0.26,26.52,06/04/2020,0.40,39.48,12.96,
DAL Jun 05 '20 $33 Call,99,06/04/2020,0.27,2724.12,06/04/2020,0.40,3908.59,1184.47,
DAL Jun 05 '20 $29 Put,11,06/04/2020,0.31,346.68,06/04/2020,0.36,390.29,43.61,
DAL Jun 05 '20 $29 Put,10,06/04/2020,0.23,235.16,06/04/2020,0.36,354.81,119.64,
DAL Jun 05 '20 $29 Put,13,06/04/2020,0.31,409.71,06/04/2020,0.37,474.25,64.54,
DAL Jun 05 '20 $29 Put,56,06/04/2020,0.31,1764.92,06/04/2020,0.37,2042.92,278.01,
DAL Jun 05 '20 $29 Put,3,06/04/2020,0.31,94.55,06/04/2020,0.37,109.44,14.89,
DAL Jun 05 '20 $29 Put,13,06/04/2020,0.31,409.71,06/04/2020,0.37,474.25,64.54,
DAL Jun 05 '20 $29 Put,4,06/04/2020,0.31,126.07,06/04/2020,0.37,145.92,19.86,
DAL Jun 05 '20 $29 Put,100,06/04/2020,0.25,2551.64,06/06/2020,0.00,0.00,-2551.64,
DAL Jun 05 '20 $29 Put,100,06/04/2020,0.08,851.64,06/06/2020,0.00,0.00,-851.64,
DAL Jun 12 '20 $28 Put,30,06/04/2020,0.55,1665.49,06/04/2020,0.61,1814.41,148.92,
DAL Jun 12 '20 $28 Put,5,06/04/2020,0.55,277.58,06/04/2020,0.61,302.40,24.82,
DAL Jun 12 '20 $28 Put,10,06/04/2020,0.55,555.16,06/04/2020,0.61,604.80,49.64,
DAL Jun 12 '20 $28 Put,19,06/04/2020,0.55,1054.81,06/04/2020,0.61,1149.12,94.31,
DAL Jun 12 '20 $28 Put,18,06/04/2020,0.55,999.30,06/04/2020,0.61,1088.64,89.35,
DAL Jun 12 '20 $28 Put,4,06/04/2020,0.55,222.07,06/04/2020,0.61,241.92,19.86,
DAL Jun 12 '20 $28 Put,14,06/04/2020,0.55,777.23,06/04/2020,0.61,846.72,69.49,
DAL Jun 12 '20 $28 Put,100,06/04/2020,0.57,5751.64,06/10/2020,0.28,2748.10,-3003.54,
DAL Jun 19 '20 $30 Call,28,04/28/2020,1.07,3010.46,04/29/2020,1.35,3765.40,754.94,
DAL Jun 19 '20 $30 Call,2,04/28/2020,1.07,215.03,04/29/2020,1.35,268.96,53.92,
DAL Jun 19 '20 $30 Call,1,04/30/2020,1.47,147.52,05/04/2020,0.63,62.48,-85.04,
DAL Jun 19 '20 $30 Call,7,04/30/2020,1.47,1032.61,05/04/2020,0.63,437.36,-595.25,
DAL Jun 19 '20 $30 Call,32,04/30/2020,1.47,4720.52,05/04/2020,0.60,1903.37,-2817.16,
DAL Jun 19 '20 $30 Call,20,05/01/2020,0.98,1970.33,05/04/2020,0.60,1189.61,-780.72,
DAL Jun 19 '20 $36 Call,7,06/10/2020,0.57,402.61,06/10/2020,0.76,528.36,125.74,
DAL Jun 19 '20 $36 Call,6,06/10/2020,0.57,345.10,06/10/2020,0.76,452.88,107.78,
DAL Jun 19 '20 $36 Call,14,06/10/2020,0.57,805.23,06/10/2020,0.75,1042.72,237.49,
DAL Jun 19 '20 $36 Call,1,06/10/2020,0.57,57.52,06/10/2020,0.75,74.48,16.96,
DAL Jun 19 '20 $36 Call,9,06/10/2020,0.57,517.65,06/10/2020,0.75,670.32,152.67,
DAL Jun 19 '20 $36 Call,10,06/10/2020,0.57,575.16,06/10/2020,0.75,744.80,169.64,
DAL Jun 19 '20 $36 Call,3,06/10/2020,0.57,172.55,06/10/2020,0.75,223.44,50.89,
DAL Jun 19 '20 $36 Call,100,06/10/2020,0.61,6151.64,06/10/2020,0.48,4748.05,-1403.59,
DAL Jun 19 '20 $32 Put,8,06/08/2020,1.00,804.13,06/09/2020,1.48,1179.83,375.70,
DAL Jun 19 '20 $32 Put,16,06/08/2020,1.00,1608.26,06/09/2020,1.48,2359.65,751.39,
DAL Jun 19 '20 $32 Put,4,06/08/2020,1.00,402.07,06/09/2020,1.48,589.91,187.85,
DAL Jun 19 '20 $32 Put,1,06/08/2020,1.00,100.52,06/09/2020,1.48,147.48,46.96,
